,closeprice,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77
20060926,14.85,14.85,14.62,13.91,14.75,13.77,12.04,0.3,0.4,0.69,0.02,0.68,52.79,53.93,51.5,51.6,68.11,80.11,80.72,48.54,64.87,77.93,78.54,48.42,23.85,16.82,9.54,10.11,0.64,0.66,0.55,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,18.23,43.67,118.52,7.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.6,15.47,9.16,8.98,690121,30905.22,-2.62,-2.62,-0.67,0,20.73,2,-1
20060927,15.2,14.91,14.75,13.94,14.72,13.79,12.06,0.29,0.42,0.71,0.03,0.68,57.4,56.23,52.3,52.01,67.81,79.23,80.46,48.76,67.22,77.49,79.94,49.21,22.93,16.75,9.54,10.1,0.61,0.65,0.55,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,37.63,55.58,127.18,13.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.6,15.47,9.16,8.98,694716,31013.52,2.36,-2.88,2.01,4.11,19.22,3,-1
20060928,16.25,15.13,14.88,13.98,14.71,13.82,12.09,0.37,0.5,0.88,0.06,0.69,67.86,62.19,54.61,53.23,73.08,82.41,83.63,51.23,83.61,88.75,89.97,56.17,24.36,17.3,9.61,10.11,0.59,0.66,0.56,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,154.53,173.7,202.47,49.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37.29,27.7,13.95,11.5,709940,32065.18,6.91,6.56,6.56,15.66,19.49,4,-1
20060929,16.6,15.38,15.01,14.03,14.7,13.85,12.11,0.46,0.6,1.05,0.1,0.7,70.53,63.92,55.34,53.62,76.76,84.43,86.04,54.77,84.11,88.49,90.86,61.83,26.75,18.18,9.73,10.14,0.63,0.68,0.56,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,199.54,255.51,254.13,80.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.21,34.8,17.13,13.22,721675,32317.93,2.15,11.78,6.07,17.73,19.42,5,1
20061002,16.45,15.54,15.09,14.07,14.7,13.88,12.14,0.5,0.67,1.16,0.13,0.71,67.84,62.63,54.96,53.43,77.96,85.01,87.28,57.75,80.35,86.16,89.76,63.73,28.52,18.91,9.85,10.16,0.61,0.66,0.57,0.63,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,127.98,190.49,224.31,76.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.48,32.97,16.54,12.93,717491,32280.12,-0.9,8.22,7.87,10.4,10.77,1,1
20061003,16.4,15.68,15.17,14.12,14.69,13.91,12.17,0.52,0.72,1.24,0.16,0.72,66.9,62.19,54.83,53.36,77.68,84.76,87.75,59.96,77.13,84.25,88.69,64.36,30.12,19.62,9.96,10.19,0.6,0.66,0.57,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,90.2,147.42,201.34,73.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.48,32.97,16.54,12.93,714331,32270.52,-0.3,0.92,10.44,9.7,10.07,2,-1
20061004,16.4,15.83,15.28,14.15,14.68,13.95,12.19,0.52,0.77,1.29,0.19,0.74,66.9,62.19,54.83,53.36,76.96,84.27,87.89,61.53,75.52,83.3,88.16,64.68,31.8,20.36,10.08,10.21,0.62,0.64,0.56,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,78.26,132.72,193.06,76.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.95,34.45,17.18,13.27,714331,32270.52,0,-1.2,7.89,10.07,15.49,3,-1
20061005,16.3,15.94,15.38,14.2,14.67,13.98,12.22,0.51,0.8,1.31,0.21,0.74,64.67,61.23,54.56,53.23,75.49,83.3,87.55,62.43,72.54,81.36,86.86,64.22,33.32,21.06,10.2,10.24,0.62,0.65,0.55,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,61.51,113.06,177.69,76.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,46.95,34.45,17.18,13.27,709908,32243.55,-0.61,-0.91,0.31,6.89,13.99,4,1
20061011,16,15.97,15.41,14.24,14.66,14.01,12.24,0.46,0.81,1.27,0.23,0.75,58.21,58.41,53.76,52.84,71.84,80.86,86.07,62.32,64.53,75.97,83.12,62.11,32.41,21.23,10.26,10.25,0.62,0.62,0.56,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,12.58,66.23,141.21,61.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.21,24.31,14.17,11.77,707094,32191.76,-1.84,-2.44,-3.61,2.24,4.58,3,1
20061012,16.35,16.08,15.47,14.3,14.64,14.05,12.27,0.45,0.83,1.28,0.25,0.76,63,60.64,54.55,53.24,70.6,80.05,85.67,62.63,68.14,78.43,84.86,63.24,32.07,21.5,10.34,10.27,0.63,0.63,0.56,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,44.46,86.13,156.72,77.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.09,26.64,15.06,12.24,712302,32305.68,2.19,-0.3,-0.61,7.21,6.86,4,-1
20061013,17.1,16.31,15.58,14.37,14.64,14.08,12.3,0.5,0.9,1.4,0.29,0.78,70.93,64.89,56.18,54.1,73.7,82.2,87.27,64.58,79.9,86.51,90.49,68.5,33.03,22.08,10.47,10.29,0.66,0.65,0.56,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,115.26,116.1,182.7,100.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.61,33.13,17.66,13.63,720174,32666.78,4.59,4.91,4.27,15.15,15.15,5,1
20061016,16.5,16.43,15.67,14.41,14.63,14.11,12.32,0.47,0.92,1.39,0.31,0.78,59.58,59.48,54.59,53.31,72.61,82.28,87.34,65.51,70.44,82.44,87.48,67.37,33.89,22.63,10.59,10.32,0.68,0.65,0.56,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,68.18,83.4,154.7,89.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.61,33.13,17.66,13.63,716960,32554.01,-3.51,3.13,0.61,8.55,13.01,1,1
20061017,16.6,16.47,15.8,14.47,14.63,14.15,12.35,0.46,0.94,1.39,0.33,0.8,60.74,60.07,54.81,53.43,69.04,81.93,87.21,66.15,61.89,81.22,86.94,67.44,34.66,23.16,10.7,10.35,0.62,0.61,0.56,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,66.81,79.36,148.47,91.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41.61,33.13,17.66,13.63,719551,32569.72,0.61,1.53,1.84,2.15,18.15,2,-1
20061018,16.4,16.45,15.91,14.52,14.61,14.18,12.38,0.42,0.94,1.36,0.35,0.8,57.09,58.3,54.28,53.16,63.01,79.65,86.38,66.18,50.94,75.09,84.73,66.22,34.3,23.43,10.8,10.37,0.59,0.61,0.56,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-22.8,54.63,127.61,83.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31.03,28.7,16.41,13.02,717223,32541.67,-1.2,-4.09,2.5,-1.2,16.31,3,-1
20061019,17.45,16.55,16.04,14.59,14.61,14.22,12.41,0.47,1,1.48,0.38,0.82,68.23,64.13,56.51,54.35,66.67,81.99,88.22,68.17,74,86.67,91.9,72.17,35.69,24.13,10.95,10.41,0.63,0.62,0.57,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,172.34,113.78,162.28,114.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.23,37.47,19.87,14.87,729756,33344.08,6.4,5.76,6.73,6.08,17.11,4,-1
20061020,17.35,16.65,16.16,14.65,14.6,14.26,12.44,0.5,1.05,1.55,0.42,0.83,66.41,63.24,56.24,54.22,69.7,83.35,89.47,70.29,75.75,86.08,91.97,74.52,37.43,24.95,11.12,10.45,0.66,0.63,0.57,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,170.5,134.32,170.58,128.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.1,40.36,21.12,15.55,721070,33294.31,-0.57,4.52,1.46,5.79,16.05,5,1
20061023,17.2,16.73,16.28,14.72,14.59,14.3,12.47,0.49,1.08,1.57,0.44,0.85,63.57,61.89,55.84,54.02,70.76,83.36,89.87,72.53,72.88,83.36,90.67,77,39,25.72,11.29,10.49,0.63,0.63,0.57,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,87.48,104.75,148.82,119.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.1,40.36,21.12,15.55,716942,33258.62,-0.86,4.88,4.24,4.88,15.44,1,1
20061024,17.6,16.85,16.4,14.79,14.58,14.34,12.5,0.52,1.12,1.64,0.47,0.86,67.66,64.05,56.68,54.47,73.6,84.57,90.82,76,79.29,86.99,92.73,82.94,41.35,26.75,11.49,10.55,0.66,0.64,0.58,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,125.99,148.56,165.52,139.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62.53,46.33,23.78,17.02,727471,33503.48,2.33,0.86,6.02,7.98,15.41,2,1
20061025,17.65,17.02,16.5,14.86,14.58,14.38,12.53,0.53,1.16,1.69,0.5,0.88,68.16,64.32,56.79,54.53,75,85.34,91.41,80.07,77.81,86.88,92.58,88.21,43.71,27.81,11.71,10.61,0.64,0.63,0.58,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,128.89,158.85,168.11,149.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.94,48.01,24.57,17.46,736864,33530.16,0.28,1.73,7.62,10.31,12.78,3,1
20061026,17.35,17.12,16.6,14.92,14.59,14.42,12.55,0.5,1.18,1.68,0.53,0.89,61.83,61.45,55.96,54.12,72.69,84.36,90.94,82.94,68.07,82.41,89.99,88.67,44.24,28.47,11.89,10.66,0.6,0.61,0.58,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,54,101.21,139.42,131.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,48.97,41.02,22.62,16.52,733264,33468.97,-1.7,0.87,-0.57,6.12,13.77,4,1
20061027,17.5,17.16,16.73,14.99,14.59,14.46,12.58,0.49,1.19,1.68,0.55,0.91,63.7,62.33,56.29,54.29,70.92,83.52,90.61,85.29,67.37,81.83,89.95,89.99,44.71,29.1,12.07,10.7,0.52,0.59,0.58,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,50.37,94.73,134.66,132.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.97,41.02,22.62,16.52,738249,33512.07,0.86,-0.57,0.86,2.34,17.85,5,-1
20061030,17,17.21,16.82,15.05,14.59,14.5,12.61,0.43,1.17,1.6,0.57,0.92,53.91,57.69,54.93,53.63,64.99,79.55,88.98,85.87,53.13,71.62,85.73,87.02,42.46,29.08,12.19,10.74,0.53,0.6,0.58,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-47.42,22.64,104.37,110.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.19,28.69,19.08,14.8,734973,33418.47,-2.86,-3.68,-1.16,3.03,11.84,1,-1
20061031,16.45,17.2,16.83,15.09,14.59,14.53,12.64,0.32,1.12,1.44,0.57,0.92,45.38,53.11,53.48,52.9,53.57,69.68,85.66,84.43,30.73,49.94,79,81.55,38.55,28.56,12.25,10.76,0.59,0.61,0.6,0.6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-101.57,-23.46,87.22,98.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.41,18.74,15.99,13.27,727495,33176.54,-3.24,-5.19,-6.53,-0.9,1.23,2,-1
20061101,16.45,17.2,16.82,15.14,14.59,14.57,12.67,0.24,1.07,1.31,0.58,0.93,45.38,53.11,53.48,52.9,42.22,59.49,82.32,82.56,19.53,39.1,75.63,78.82,35.04,28.07,12.32,10.78,0.6,0.59,0.59,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-145.52,-52.65,74.44,89.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.41,18.74,15.99,13.27,727495,33176.54,0,-6,-6.8,0.3,-0.9,3,-1
20061102,16.25,17.08,16.81,15.18,14.59,14.6,12.69,0.16,1,1.17,0.58,0.93,42.38,51.46,52.96,52.64,32.26,49.44,78.97,80.37,12.33,29.33,72.27,76,32.09,27.36,12.35,10.8,0.53,0.58,0.59,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-138.29,-87.36,59.73,79.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.55,13.87,14.45,12.51,721407,33102.52,-1.22,-4.41,-6.34,-6.88,-1.22,4,-1
20061103,16.35,16.98,16.81,15.22,14.58,14.64,12.72,0.11,0.95,1.06,0.58,0.93,44.42,52.24,53.19,52.76,25.27,41.83,76.45,78.69,11.29,26.62,71.43,75.32,29.44,26.69,12.39,10.81,0.49,0.57,0.59,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-96.02,-73.45,61.83,84.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.55,13.87,14.45,12.51,728380,33145.43,0.62,-0.61,-6.57,-5.76,-0.3,5,-1
20061106,16,16.86,16.79,15.26,14.58,14.67,12.75,0.04,0.88,0.92,0.58,0.93,39.03,49.32,52.27,52.3,19.49,33.77,73.66,76.61,7.92,17.66,68.07,72.44,28.43,25.66,12.38,10.81,0.51,0.57,0.59,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-112.82,-120.01,41.57,68.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.35,6.15,12,11.29,725404,33081.72,-2.14,-2.74,-5.88,-6.98,-2.44,1,-1
20061107,16.7,16.77,16.81,15.3,14.58,14.7,12.77,0.04,0.86,0.91,0.58,0.94,51.98,54.65,53.89,53.12,20.37,31.98,73.2,76.43,22.14,28.39,72.27,76.08,25.68,25.03,12.41,10.83,0.51,0.58,0.6,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-41.02,-47.11,65.05,91.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.92,13.13,14.11,12.37,732462,33390.51,4.37,2.77,1.52,-5.11,2.45,2,-1
20061108,16.7,16.68,16.85,15.35,14.58,14.74,12.8,0.05,0.84,0.89,0.59,0.94,51.98,54.65,53.89,53.12,25.35,32.11,73.59,76.92,35.31,32.38,74.37,77.89,24.05,24.65,12.46,10.85,0.49,0.56,0.6,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,11.69,-15.02,75.74,102.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.44,17.43,15.48,13.08,732462,33390.51,0,2.14,1.52,-5.38,4.37,3,1
20061109,16.3,16.57,16.85,15.39,14.57,14.77,12.83,0.01,0.8,0.81,0.59,0.94,45.21,51.24,52.83,52.6,26.95,29.84,73.08,76.58,30.16,25.28,72.06,75.9,21.99,23.95,12.47,10.86,0.52,0.56,0.6,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,-30.3,-63.13,58.58,90.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.41,10.69,13.33,12.01,726902,33257.34,-2.4,1.88,0.31,-6.05,-0.31,4,1
20061110,16.3,16.45,16.81,15.42,14.56,14.8,12.85,-0.01,0.76,0.75,0.59,0.94,45.21,51.24,52.83,52.6,27.3,27.13,72.35,76.02,27.98,21.73,70.9,74.91,20.64,23.15,12.47,10.86,0.54,0.53,0.6,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-71.07,-86.84,46.24,81.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8.53,7.9,12.42,11.56,726902,33257.34,0,-2.4,-0.31,-6.86,-4.68,5,-1
20061113,16.35,16.38,16.8,15.45,14.56,14.84,12.88,-0.02,0.72,0.7,0.59,0.95,46.29,51.66,52.95,52.66,27.7,25.12,71.82,75.61,28.51,21.09,70.75,74.77,18.83,22.51,12.48,10.87,0.5,0.51,0.6,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-11.11,-62.68,51.64,88.42,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.5,10.28,13.13,11.92,729193,33264.37,0.31,-2.1,2.19,-3.82,-0.91,1,-1
20061114,16.5,16.39,16.79,15.49,14.55,14.87,12.9,-0.02,0.7,0.68,0.59,0.95,49.6,52.93,53.31,52.84,32.31,24.81,71.85,75.67,41.53,24.18,71.93,75.79,17.29,22.02,12.51,10.88,0.42,0.51,0.6,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,44.44,-45.34,55.2,93.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.47,12.66,13.84,12.28,733041,33299.67,0.92,1.23,-1.2,0.3,-0.6,2,1
20061115,16.75,16.42,16.81,15.54,14.56,14.9,12.93,0,0.69,0.69,0.6,0.95,54.77,55.01,53.91,53.14,39.36,27.01,72.78,76.48,53.46,31.41,74.62,78.11,17.48,21.89,12.56,10.9,0.45,0.52,0.6,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,149.02,0.26,70.06,108.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.14,19.41,15.94,13.35,739902,33403.62,1.52,2.76,0.3,1.82,2.13,3,1
20061116,17.05,16.5,16.79,15.6,14.56,14.94,12.96,0.05,0.7,0.75,0.61,0.96,60.2,57.39,54.63,53.49,48.84,31.95,74.68,78.14,67.8,41.84,78.49,81.45,17.96,21.83,12.63,10.92,0.47,0.5,0.59,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,166.15,37.96,80.52,119.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.26,20.84,16.4,13.59,748131,33551.01,1.79,4.28,4.6,4.92,-2.29,4,1
20061117,17.1,16.57,16.78,15.66,14.57,14.98,12.98,0.08,0.71,0.79,0.62,0.97,61.07,57.79,54.75,53.55,57.65,37.37,76.73,79.92,75.28,48.19,80.84,83.48,18.55,21.82,12.69,10.95,0.47,0.48,0.59,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,127.62,52.6,82.13,121.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.89,21.58,16.63,13.71,755132,33571.54,0.29,3.64,4.91,4.59,-1.44,5,1
20061120,16.8,16.65,16.76,15.72,14.58,15.01,13.01,0.08,0.7,0.78,0.62,0.97,53.33,54.61,53.89,53.14,60.01,39.76,77.65,80.72,64.72,44.55,79.5,82.32,18.03,21.58,12.74,10.97,0.47,0.49,0.59,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,63.13,22.1,69.24,110.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,13.33,17.01,15.33,13.08,752362,33522.94,-1.75,0.3,2.75,5,-2.33,1,1
20061121,17.05,16.69,16.73,15.79,14.59,15.04,13.03,0.1,0.7,0.8,0.63,0.98,58.23,56.7,54.49,53.44,62.33,42.64,78.74,81.66,66.98,48.41,80.92,83.55,18.31,21.51,12.8,10.99,0.46,0.49,0.59,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,87.99,58.77,77.2,117.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.83,20.17,16.28,13.56,760040,33637.2,1.49,0,3.33,2.1,-3.13,2,1
20061122,17.4,16.76,16.72,15.86,14.6,15.08,13.06,0.15,0.72,0.87,0.64,0.99,64.1,59.44,55.33,53.86,68.15,51.65,80.69,83.34,79.78,69.66,84.58,86.7,18.74,21.48,12.86,11.01,0.48,0.49,0.59,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,102.06,101.74,85.59,124.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.69,20.96,16.52,13.68,768212,33804.95,2.05,1.75,3.88,4.19,-1.42,3,1
20061123,16.9,16.82,16.7,15.93,14.61,15.11,13.08,0.13,0.71,0.84,0.64,0.99,52.41,54.27,53.89,53.17,67.06,55.57,81.19,83.78,64.89,63.4,82.21,84.66,19.7,21.58,12.93,11.03,0.5,0.51,0.59,0.58,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,62.06,81.14,76.46,115.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.3,23.35,17.24,14.04,762342,33636.27,-2.87,0.6,-0.88,3.68,-2.59,4,1
20061124,16.9,16.88,16.66,16.01,14.64,15.15,13.11,0.12,0.69,0.81,0.65,0.99,52.41,54.27,53.89,53.17,62.58,57.14,81.05,83.73,53.6,60.27,80.76,83.63,19.91,21.54,12.99,11.06,0.5,0.52,0.59,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-4.79,45.29,61.62,103.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.75,20.78,16.56,13.72,762342,33636.27,0,-0.88,-1.17,3.68,-3.43,5,1
